-σαι, τόδʼ ἄχος κλύοντες.	- u u- u--	lyric	
ὡς πάντα γʼ ἔστʼ ἐκεῖνα διαπεπραγμένα·	- -u - u-u uuu-u-	lyric	
αὐτὸς δʼ ἀέλπτως νόστιμον βλέπω φάος.	-- u-- -u- u- u-	iambic trimeter (tragic)	
ἦ μακροβίοτος ὅδε γέ τις αἰ-	- uuuuu uu u u -	lyric	
-ὼν ἐφάνθη γεραιοῖς, ἀκού-	- u-- u-- u-	lyric	
-ειν τόδε πῆμʼ ἄελπτον.	- uu - u--	lyric	
καὶ μὴν παρών γε κοὐ λόγους ἄλλων κλύων,	- - u- u - u- -- u-	iambic trimeter (tragic)	
Πέρσαι, φράσαιμʼ ἂν οἷʼ ἐπορσύνθη κακά.	-- u- u - u--- u-	iambic trimeter (tragic)	
ὀτοτοτοῖ, μάταν	uuu- u-	lyric	
τὰ πολλὰ βέλεα παμμιγῆ	u -u uuu -u-	lyric	
γᾶς ἀπʼ Ἀσίδος ἦλθʼ ἐπʼ αἶαν	- u -uu - u --	lyric	
Δίαν Ἑλλάδα χώραν.	-- -uu --	lyric	
πλήθουσι νεκρῶν δυσπότμως ἐφθαρμένων	--u -- -u- --u-	iambic trimeter (tragic)	
Σαλαμῖνος ἀκταὶ πᾶς τε πρόσχωρος τόπος.	uu-u -- - u --- u-	iambic trimeter (tragic)	
ὀτοτοτοῖ, φίλων	uuu- u-	lyric	
ἁλίδονα μέλεα πολυβαφῆ	uuuu uuu uuu-	lyric	
κατθανόντα λέγεις φέρεσθαι	-u-u u- u--	lyric	
πλαγκτοῖς ἐν διπλάκεσσιν.	-- - uu--	lyric	
οὐδὲν γὰρ ἤρκει τόξα, πᾶς δʼ ἀπώλλυτο	-- u -- -u - u-u-	iambic trimeter (tragic)	
στρατὸς δαμασθεὶς ναΐοισιν ἐμβολαῖς	u- u-- -u-u -u-	iambic trimeter (tragic)	
ἴυζʼ ἄποτμον βοὰν	u- u-- u-	lyric	
δυσαιανῆ Πέρσαις,	---- --	lyric	
ὡς πάνται παγκάκως	- -- -u-	lyric	
θεοὶ θέσαν· αἰαῖ στρατοῦ φθαρέντος.	- uu -- u- u--	lyric	
ὦ πλεῖστον ἔχθος ὄνομα Σαλαμῖνος κλύειν.	- -u -u uuu uu-- u-	lyric	
φεῦ, τῶν Ἀθηνῶν ὡς στένω μεμνημένος.	- - u-- - u- --u-	iambic trimeter (tragic)	
στυγναί γε δὴ δάιοις·	-- u - -u-	lyric	
μεμνῆσθαί τοι πάρα	--- - u-	lyric	
