Πηλεύς τε καὶ Κάδμος ἐν τοῖσιν ἀλέγονται·	-- u - -u - -u uu--	lyric	
Ἀχιλλέα τ᾽ἔνεικʼ, ἐπεὶ Ζηνὸς ἦτορ	u-uu u- u- -u --	lyric	
λιταῖς ἔπεισε, μάτηρ·	u- u-u --	lyric	
ὃς Ἕκτορʼ ἔσφαλε, Τροίας	u -u --u --	lyric	
ἄμαχον ἀστραβῆ κίονα, Κύκνον τε θανάτῳ πόρεν,	uuu -u- -uu u- u uu- u-	lyric	
Ἀοῦς τε παῖδʼ Αἰθίοπα. πολλά μοι ὑπʼ ἀγκῶνος ὠκέα βέλη	-- u - -uuu -u u u --u -uu u-	lyric	
ἔνδον ἐντι φαρέτρας	-u -u uu-	lyric	
φωνᾶντα συνετοῖσιν· ἐς δὲ τὸ πὰν ἑρμηνέων	--u uu-u - u u u --u-	lyric	
χατίζει. σοφὸς ὁ πολλὰ εἰδὼς φυᾷ· μαθόντες δὲ λάβροι	u-- uu u -u -- u- u-- u --	lyric	
παγγλωσσίᾳ, κόρακες ὥς, ἄκραντα γαρύετων	--u- uuu - u-u -uu-	lyric	
Διὸς πρὸς ὄρνιχα θεῖον.	u- u --u --	lyric	
ἔπεχε νῦν σκοπῷ τόξον, ἄγε θυμέ, τίνα βάλλομεν	uuu - u- -u uu -u uu -u-	lyric	
ἐκ μαλθακᾶς αὖτε φρενὸς εὐκλέας ὀϊστοὺς ἱέντες; ἐπί τοι	- -u- -u uu -uu u-- u-u uu -	lyric	
Ἀκράγαντι τανύσαις	-u-u uu-	lyric	
αὐδάσομαι ἐνόρκιον λόγον ἀλαθεῖ νόῳ	--uu u-u- uu u-- u-	lyric	
τεκεῖν μή τινʼ ἑκατόν γε ἐτέων πόλιν φίλοις ἄνδρα μᾶλλον	u- - u uu- u uu- u- u- -u --	lyric	
εὐεργέταν πραπίσιν ἀφθονέστερόν τε χέρα	--u- uuu -u-u- u u-	lyric	
Θήρωνος. ἀλλʼ αἶνον ἐπέβα κόρος	--u - -u uu- u-	lyric	
οὐ δίκᾳ συναντόμενος, ἀλλὰ μάργων ὑπʼ ἀνδρῶν,	- u- u-uuu -u -- u --	lyric	
τὸ λαλαγῆσαι ἐθέλων κρύφον τε θέμεν ἐσλῶν καλοῖς	u uu-u uu- u- u uu -- u-	lyric	
ἔργοις· ἐπεὶ ψάμμος ἀριθμὸν περιπέφευγεν,	-- u- -u uu- uuu--	lyric	
καὶ κεῖνος ὅσα χάρματʼ ἄλλοις ἔθηκεν	- -u uu -u -- u--	lyric	
τίς ἂν φράσαι δύναιτο;	u - u- u--	lyric	
Τυνδαρίδαις τε φιλοξείνοις ἁδεῖν καλλιπλοκάμῳ θ᾽Ἑλένᾳ	-uu- u u--- u- --uu- uu-	lyric	
κλεινὰν Ἀκράγαντα γεραίρων εὔχομαι,	-- uu-u u-- -u-	lyric	
Θήρωνος Ὀλυμπιονίκαν ὕμνον ὀρθώσαις, ἀκαμαντοπόδων	--u u-uu-- -u --- uu-uu-	lyric	
ἵππων ἄωτον. Μοῖσα δ᾽οὕτω ποι παρέστα μοι νεοσίγαλον εὑρόντι τρόπον	-- u-- -u -- - u-- - uu-uu --- u-	lyric	
Δωρίῳ φωνὰν ἐναρμόξαι πεδίλῳ	-u- -- u--- u--	lyric	
ἀγλαόκωμον. ἐπεὶ χαίταισι μὲν ζευχθέντες ἔπι στέφανοι	-uu-u u- --u - --u u- uu-	lyric	
πράσσοντί με τοῦτο θεόδματον χρέος,	--u u -u u--- u-	lyric	
φόρμιγγά τε ποικιλόγαρυν καὶ βοὰν αὐλῶν ἐπέων τε θέσιν	--u u -uu-- - u- -- uu- u u-	lyric	
Αἰνησιδάμου παιδὶ συμμῖξαι πρεπόντως, ἅ τε Πίσα με γεγωνεῖν· τᾶς ἄπο	--u-- -u --- u-- - u u- u u-- - u-	lyric	
θεόμοροι νίσοντʼ ἐπʼ ἀνθρώπους ἀοιδαί,	uuu- -- u --- u--	lyric	
ᾧ τινι, κραίνων ἐφετμὰς Ἡρακλέος προτέρας,	- u- -- u-- -uu- uu-	lyric	
ἀτρεκὴς Ἑλλανοδίκας γλεφάρων Αἰτωλὸς ἀνὴρ ὑψόθεν	-u- --uu- uu- --u -- -u-	lyric	
ἀμφὶ κόμαισι βάλῃ γλαυκόχροα κόσμον ἐλαίας· τάν ποτε	-u u-u u- --uu -u u-- - u-	lyric	
Ἴστρου ἀπὸ σκιαρᾶν παγᾶν ἔνεικεν Ἀμφιτρυωνιάδας,	-u u- uu- -- u-u -uu-uu-	lyric	
μνᾶμα τῶν Οὐλυμπίᾳ κάλλιστον ἀέθλων	-u - --u- --u --	lyric	
δᾶμον Ὑπερβορέων πείσαις Ἀπόλλωνος θεράποντα λόγῳ.	-u u-uu- -- u--- uu-u u-	lyric	
πιστὰ φρονέων Διὸς αἴτει πανδόκῳ	-- uu- uu -- -u-	lyric	
ἄλσει σκιαρόν τε φύτευμα ξυνὸν ἀνθρώποις στέφανόν τ᾽ἀρετᾶν.	-- uu- u u-- -u --- uu- uu-	lyric	
ἤδη γὰρ αὐτῷ, πατρὶ μὲν βωμῶν ἁγισθέντων, διχόμηνις ὅλον χρυσάρματος	-- u -- -u - -- u--- uu-u u- --u-	lyric	
ἑσπέρας ὀφθαλμὸν ἀντέφλεξε Μήνα,	-u- --u ---u --	lyric	
καὶ μεγάλων ἀέθλων ἁγνὰν κρίσιν καὶ πενταετηρίδʼ ἁμᾶ	- uu- uu- -- u- - -uu-u u-	lyric	
θῆκε ζαθέοις ἐπὶ κρημνοῖς Ἀλφεοῦ·	-- uu- uu -- -u-	lyric	
ἀλλʼ οὐ καλὰ δένδρεʼ ἔθαλλεν χῶρος ἐν βάσσαις Κρονίου Πέλοπος.	- - uu -u u-- -u - -- uu- uu-	lyric	
